"","x"
"2507",1490.94527711805
"2508",1493.10925683426
"2509",1508.98614330601
"2510",1501.76943950544
"2511",1461.34422410108
"2512",1436.74128212256
"2513",1528.27846148767
"2514",1502.12110025559
"2515",1525.54481153626
"2516",1484.26496426506
"2517",1502.88856969127
"2518",1505.70866647208
"2519",1513.62991597001
"2520",1503.08574654057
"2521",1530.21555803066
"2522",1514.890944516
"2523",1512.53082873746
"2524",1500.87854196403
"2525",1514.76054177795
"2526",1508.80599875182
"2527",1503.09188941784
"2528",1507.92453513483
"2529",1483.44722335681
"2530",1477.66465767771
"2531",1512.58293444178
"2532",1492.33170195884
"2533",1511.87295455285
"2534",1526.83298776838
"2535",1480.7480384617
"2536",1492.37487337019
"2537",1488.19324255096
"2538",1476.52955163848
"2539",1513.09876187651
"2540",1495.77760208231
"2541",1494.59015624563
"2542",1485.94462505106
"2543",1500.21482753139
"2544",1485.96081068058
"2545",1518.35230416761
"2546",1496.22599301674
"2547",1509.08324033107
"2548",1500.12741933683
"2549",1500.90024017489
"2550",1479.92958033779
"2551",1492.38216465628
"2552",1509.31006847353
"2553",1487.77641420448
"2554",1482.64532519947
"2555",1478.37815655684
"2556",1503.87142863129
"2557",1500.42045718458
"2558",1473.05932462195
"2559",1516.29112014126
"2560",1508.80142021873
"2561",1503.63231483656
"2562",1513.09249016457
"2563",1489.61018567183
"2564",1513.08928158593
"2565",1498.28859526181
"2566",1483.06206373526
"2567",1493.66721206225
"2568",1509.28912256817
"2569",1480.82602217472
"2570",1518.28382485079
"2571",1508.88651733522
"2572",1498.42243556387
"2573",1510.22244199956
"2574",1486.29849038812
"2575",1499.90215117633
"2576",1480.04186535999
"2577",1488.98972913386
"2578",1540.64690608338
"2579",1493.62677266263
"2580",1503.66541977983
"2581",1478.02110836566
"2582",1468.72719370212
"2583",1477.09645457724
"2584",1532.78627088649
"2585",1471.22889550411
"2586",1516.92158103545
"2587",1516.18640957398
"2588",1488.59069626638
"2589",1506.11557845663
"2590",1496.87317718333
"2591",1500.35761479767
"2592",1508.24097945711
"2593",1530.82117991999
"2594",1485.6129460148
"2595",1525.35208929456
"2596",1504.31183754105
"2597",1507.93609186791
"2598",1499.1119638994
"2599",1508.43190811312
"2600",1507.23945454716
"2601",1506.63744276396
"2602",1494.36016857477
"2603",1481.71445184793
"2604",1504.63161825488
"2605",1524.57648653964
"2606",1473.55000673648
"2607",1503.74708476702
"2608",1527.05297287795
"2609",1500.43489267067
"2610",1509.52533075067
"2611",1526.0659323194
"2612",1530.04059883829
"2613",1485.78642721282
"2614",1510.47952299247
"2615",1489.36857202077
"2616",1497.63581017824
"2617",1492.21391001397
"2618",1524.71685145633
"2619",1532.05574303361
"2620",1522.3948844589
"2621",1488.16438151441
"2622",1500.98100496327
"2623",1510.71156829516
"2624",1501.09323303794
"2625",1470.83258860826
"2626",1532.76666118754
"2627",1508.7402815252
"2628",1487.55478751493
"2629",1503.87960711298
"2630",1483.37632014927
"2631",1490.02425738192
"2632",1511.51435173665
"2633",1499.73045457612
"2634",1489.14830629355
"2635",1507.15478158454
"2636",1540.55200338077
"2637",1474.57108118442
"2638",1506.60450395979
"2639",1531.20920973165
"2640",1486.63503688
"2641",1485.81528612528
"2642",1511.28916280705
"2643",1485.58773995533
"2644",1511.29381152902
"2645",1496.43119610354
"2646",1510.85262908646
"2647",1499.27069368488
"2648",1505.27713343649
"2649",1511.47131208908
"2650",1516.7226296987
"2651",1497.80901159672
"2652",1485.65328952239
"2653",1516.59567331545
"2654",1491.79428183447
"2655",1497.91480432132
"2656",1497.14674200033
"2657",1492.45743678846
"2658",1499.48511608821
"2659",1477.55418230463
"2660",1531.51948300967
"2661",1487.76563567309
"2662",1499.80762578433
"2663",1489.76042809252
"2664",1490.90473265626
"2665",1471.34768185648
"2666",1529.37947672002
"2667",1508.31531388793
"2668",1501.33631288758
"2669",1497.06106203946
"2670",1496.43186411582
"2671",1496.53736685506
"2672",1502.09821050323
"2673",1471.42108458918
"2674",1496.28491650434
"2675",1504.37672012257
"2676",1499.92335637325
"2677",1476.50926722458
"2678",1479.77509491407
"2679",1492.28179583102
"2680",1474.73925738245
"2681",1506.69073877531
"2682",1522.58689839524
"2683",1509.97381066224
"2684",1496.57964818327
"2685",1520.21878648415
"2686",1510.59184117204
"2687",1507.76276526872
"2688",1490.13830513431
"2689",1523.36647885169
"2690",1515.9534625474
"2691",1503.38991223544
"2692",1490.07356159067
"2693",1514.83869809558
"2694",1491.82895448278
"2695",1498.69125979118
"2696",1497.93751141112
"2697",1503.86637783885
"2698",1521.07906542632
"2699",1495.06079434
"2700",1516.12393486389
"2701",1493.92928281592
"2702",1520.86370705374
"2703",1508.50473491529
"2704",1517.19747843577
"2705",1476.199033987
"2706",1532.31776662367
"2707",1492.92293256011
"2708",1489.64591041467
"2709",1510.15809953434
"2710",1505.79711039793
"2711",1493.30768601191
"2712",1522.10635537467
"2713",1495.9567478516
"2714",1516.09996357748
"2715",1513.13793805761
"2716",1494.43767977883
"2717",1498.63852361361
"2718",1526.52601130412
"2719",1492.09572966487
"2720",1492.89444411599
"2721",1499.11023976821
"2722",1515.17083675629
"2723",1482.51992928322
"2724",1493.12659876752
"2725",1501.96230957167
"2726",1506.9178796037
"2727",1521.74468404429
"2728",1492.64484191477
"2729",1501.1802735692
"2730",1484.87713648682
"2731",1496.00192968799
"2732",1501.24212636432
"2733",1501.88082591063
"2734",1504.01328850806
"2735",1473.85059202818
"2736",1499.08830024356
"2737",1497.23485383948
"2738",1494.39737710188
"2739",1478.97842984536
"2740",1502.31717054022
"2741",1490.05804173301
"2742",1491.53421956139
"2743",1488.74507419408
"2744",1471.03220604139
"2745",1472.73158901949
"2746",1505.59888972585
"2747",1484.26935625836
"2748",1504.48741873336
"2749",1494.96500367778
"2750",1489.90867151728
"2751",1504.40066378685
"2752",1488.40265599525
"2753",1514.46667223608
"2754",1485.63860200524
"2755",1475.25458284809
"2756",1508.49694091404
"2757",1479.60806183607
"2758",1502.14383695388
"2759",1502.89924609689
"2760",1505.68792572082
"2761",1484.38438211859
"2762",1487.62339739962
"2763",1512.93587424985
"2764",1502.1212248678
"2765",1493.89934514653
"2766",1500.53823443126
"2767",1499.87639492993
"2768",1501.22901486208
"2769",1474.52108749109
"2770",1491.30841461987
"2771",1470.71366831326
"2772",1514.42800844872
"2773",1497.04871571343
"2774",1492.68526250266
"2775",1541.43708820786
"2776",1505.38162449517
"2777",1496.36330998628
"2778",1474.06426664519
"2779",1486.14982736918
"2780",1511.92571430944
"2781",1499.46620853339
"2782",1504.32008897497
"2783",1520.57977997362
"2784",1477.94862176071
"2785",1486.46893776491
"2786",1482.08456675562
"2787",1473.42188395504
"2788",1510.84497583701
"2789",1486.07843701152
"2790",1494.12382263588
"2791",1500.79802162289
"2792",1500.28509505126
"2793",1516.47249039096
"2794",1499.51223956123
"2795",1500.88778479178
"2796",1487.65689606251
"2797",1513.01059462376
"2798",1509.39016595104
"2799",1505.35727441339
"2800",1512.12399090038
"2801",1521.75077442402
"2802",1483.72317972599
"2803",1495.06659449313
"2804",1496.71967687017
"2805",1491.22532334547
"2806",1485.69606288528
"2807",1512.66327533953
"2808",1512.21413719384
"2809",1490.50762479941
"2810",1478.45094808028
"2811",1494.66450074993
"2812",1499.6637769901
"2813",1497.00527341135
"2814",1463.86426961782
"2815",1490.70475275377
"2816",1496.37794210881
"2817",1505.39677556354
"2818",1492.74853786266
"2819",1515.92140195101
"2820",1472.31009313656
"2821",1482.58582874078
"2822",1501.56996864144
"2823",1498.10267919681
"2824",1514.07154860489
"2825",1484.22005181851
"2826",1519.25208121652
"2827",1494.39470134261
"2828",1492.34388796905
"2829",1501.10520485385
"2830",1489.58292204278
"2831",1512.13447381797
"2832",1490.64081420243
"2833",1530.97824626014
"2834",1504.26944553768
"2835",1518.14209010083
"2836",1512.33453183154
"2837",1482.69388257675
"2838",1526.95524021923
"2839",1486.55551091197
"2840",1500.23450972108
"2841",1520.57212584873
"2842",1514.69810801656
"2843",1498.11254557264
"2844",1530.67133110994
"2845",1523.89296477647
"2846",1489.27534857121
"2847",1505.06709883729
"2848",1526.68156612392
"2849",1494.92674738622
"2850",1532.10862361411
"2851",1483.93271580257
"2852",1513.4155528075
"2853",1485.23805219138
"2854",1498.90000178083
"2855",1481.59829853053
"2856",1517.85225565309
"2857",1512.81761990162
"2858",1481.16290667628
"2859",1512.11305065658
"2860",1486.78578808183
"2861",1486.72676407878
"2862",1521.41092577855
"2863",1460.30271003079
"2864",1505.58157095044
"2865",1486.71867515187
"2866",1508.69025654507
"2867",1497.03336768524
"2868",1482.03234908437
"2869",1469.36573156213
"2870",1501.78614778673
"2871",1501.11442424396
"2872",1455.02503390955
"2873",1511.51117884883
"2874",1510.61532874313
"2875",1481.17290800639
"2876",1509.35227952437
"2877",1502.33177647472
"2878",1503.46640029161
"2879",1521.1749567551
"2880",1512.56938627317
"2881",1520.46421555173
"2882",1511.06184431998
"2883",1502.31218338035
"2884",1509.75462824803
"2885",1489.81403113558
"2886",1505.14689764063
"2887",1483.14325104271
"2888",1496.40586308586
"2889",1483.8857942218
"2890",1515.85828078596
"2891",1499.99020948049
"2892",1505.29876385883
"2893",1515.72427055059
"2894",1506.33833571408
"2895",1487.02675969846
"2896",1533.75156691016
"2897",1511.56940535874
"2898",1486.59478875621
"2899",1480.86851389444
"2900",1507.45462772333
"2901",1491.76382243223
"2902",1497.2735830089
"2903",1472.2367246872
"2904",1508.08636351766
"2905",1498.64527857422
"2906",1497.38999001087
"2907",1502.32190876196
"2908",1503.57874170647
"2909",1517.50370806658
"2910",1515.01643690793
"2911",1537.18753276347
"2912",1518.48059218389
"2913",1494.52945768137
"2914",1518.25915661241
"2915",1479.66893142012
"2916",1505.29882251411
"2917",1493.37114315291
"2918",1490.79963696931
"2919",1489.49763514105
"2920",1510.90534939277
"2921",1503.10839240603
"2922",1485.96002264133
"2923",1521.15094587119
"2924",1495.60043419288
"2925",1493.57494781556
"2926",1521.44090928625
"2927",1513.78369108852
"2928",1512.63282297495
"2929",1506.01255480747
"2930",1510.35722491244
"2931",1536.41760446995
"2932",1476.24164340586
"2933",1504.7276021274
"2934",1503.25216548481
"2935",1492.63709787245
"2936",1496.61214472959
"2937",1480.62127031094
"2938",1486.5932615668
"2939",1488.46408100294
"2940",1495.78044857782
"2941",1499.24643983325
"2942",1496.44305277995
"2943",1487.16878176489
"2944",1480.49625326725
"2945",1493.75281873837
"2946",1490.22027345487
"2947",1495.1240873797
"2948",1486.03903917187
"2949",1518.82691744875
"2950",1503.57500207692
"2951",1511.67702976512
"2952",1496.66369044453
"2953",1502.77827689614
"2954",1480.50405502537
"2955",1498.49777561516
"2956",1510.90954741287
"2957",1465.76509659117
"2958",1507.5769919693
"2959",1500.95020253809
"2960",1489.24465678065
"2961",1515.23556892665
"2962",1508.44692080682
"2963",1496.47514920698
"2964",1496.00182915928
"2965",1505.96683978762
"2966",1465.29912825946
"2967",1494.47761936177
"2968",1516.77030289036
"2969",1508.22698861643
"2970",1493.68159327062
"2971",1506.1447798626
"2972",1485.07161631099
"2973",1522.82970845667
"2974",1482.02299273783
"2975",1504.55642137055
"2976",1475.45854961596
"2977",1518.83756358107
"2978",1508.37963649605
"2979",1489.80457643235
"2980",1494.42295801173
"2981",1489.29605209582
"2982",1491.74620776085
"2983",1488.97696375561
"2984",1532.49603650132
"2985",1487.58005696463
"2986",1468.02191962179
"2987",1503.66701405637
"2988",1498.34013738455
"2989",1492.82670315215
"2990",1509.51089994228
"2991",1524.43577349055
"2992",1516.34243509569
"2993",1498.65330469748
"2994",1499.61015246403
"2995",1487.54526633099
"2996",1523.97662917658
"2997",1492.22933458322
"2998",1494.75590117765
"2999",1503.60370019202
"3000",1499.67494942037
"3001",1490.43538783798
"3002",1510.06538439114
"3003",1514.30959331887
"3004",1491.43635891303
"3005",1498.0208739398
"3006",1502.19878031485
"3007",1509.9133568431
"3008",1500.2896890987
"3009",1487.79507684942
"3010",1495.54614484665
"3011",1498.22204357515
"3012",1503.28024960589
"3013",1500.60987955002
"3014",1526.49728655887
"3015",1471.6184148002
"3016",1508.1398180504
"3017",1500.87418703696
"3018",1492.81884561753
"3019",1492.04115246538
"3020",1500.43578587091
"3021",1497.52960647419
"3022",1499.78349323604
"3023",1500.67361779583
"3024",1493.28326927499
"3025",1513.30200853486
"3026",1489.97842700829
"3027",1514.4863487814
"3028",1496.43845793574
"3029",1525.9887967553
"3030",1481.25130958318
"3031",1516.33797825045
"3032",1493.2070885066
"3033",1505.49953895799
"3034",1492.78935031985
"3035",1505.44609107415
"3036",1463.17591775588
"3037",1474.97880708428
"3038",1504.09318361681
"3039",1491.24400994127
"3040",1500.29626122645
"3041",1480.68430027826
"3042",1500.35632920363
"3043",1493.19970287314
"3044",1492.59616335337
"3045",1529.99221510639
"3046",1489.74601261592
"3047",1498.24407048911
"3048",1503.81708429957
"3049",1500.79883607724
"3050",1509.09920936721
"3051",1528.19081970295
"3052",1519.43453172867
"3053",1502.98972247617
"3054",1505.68472424336
"3055",1478.38852104015
"3056",1506.87631395591
"3057",1476.73831271603
"3058",1495.82360304043
"3059",1481.28210764989
"3060",1502.45554865367
"3061",1479.38159330585
"3062",1501.05540991886
"3063",1508.19840109794
"3064",1511.25889218333
"3065",1516.79814403287
"3066",1509.85192188
"3067",1493.44278410515
"3068",1500.94730311443
"3069",1510.40240741932
"3070",1506.07629921453
"3071",1499.95898522194
"3072",1482.00369960713
"3073",1507.37648625174
"3074",1502.66187958601
"3075",1496.63978210803
"3076",1482.40199785152
"3077",1512.88305527543
"3078",1500.60159207357
"3079",1517.01364886721
"3080",1507.25905249498
"3081",1478.33615168942
"3082",1515.07298806187
"3083",1494.14887817526
"3084",1477.18409115547
"3085",1515.60634497674
"3086",1514.13002584682
"3087",1489.26204845118
"3088",1477.59260627564
"3089",1486.60814532962
"3090",1519.51698097031
"3091",1496.74521373405
"3092",1482.28121055266
"3093",1508.56751993308
"3094",1484.40254452729
"3095",1503.13704710096
"3096",1489.9438771805
"3097",1506.22691856989
"3098",1501.54710103756
"3099",1477.06232928224
"3100",1501.61190306201
"3101",1482.19582844098
"3102",1501.28371864165
"3103",1516.28594402799
"3104",1497.42909712248
"3105",1491.92558897113
"3106",1502.50051933645
"3107",1512.92318553217
"3108",1503.63994548875
"3109",1490.51023244442
"3110",1466.30305731244
"3111",1493.61430792931
"3112",1480.20392721976
"3113",1494.38696591531
"3114",1507.31896524327
"3115",1508.84504352091
"3116",1499.04403994454
"3117",1471.82586059221
"3118",1508.41154040355
"3119",1483.81221174101
"3120",1493.20366544129
"3121",1488.55608173196
"3122",1505.24860681347
"3123",1481.15272115105
"3124",1519.33566867452
"3125",1495.76521792115
"3126",1504.70917635971
"3127",1517.94023361072
"3128",1471.90752140922
"3129",1515.94054346467
"3130",1488.96705250852
"3131",1517.30348760811
"3132",1500.51552014798
"3133",1501.90084371554
"3134",1499.82576933871
"3135",1493.11874784367
"3136",1515.44994678149
"3137",1493.7848228605
"3138",1500.66730565476
"3139",1500.4805175227
"3140",1487.76777008751
"3141",1505.11815851958
"3142",1501.52237429296
"3143",1482.56664029941
"3144",1478.19099140012
"3145",1493.09599584203
"3146",1508.59109151368
"3147",1520.80707560693
"3148",1509.80515428297
"3149",1510.00978667199
"3150",1520.97033751956
"3151",1510.27068773035
"3152",1506.51754314239
"3153",1502.12603394861
"3154",1498.66843888983
"3155",1537.11554187115
"3156",1503.90012264823
"3157",1533.86647628577
"3158",1511.17738311109
"3159",1530.17746266771
"3160",1516.59765901692
"3161",1503.85415299695
"3162",1467.28078157684
"3163",1493.97560862645
"3164",1501.76592785554
"3165",1479.60031281081
"3166",1491.2138803499
"3167",1502.67395590052
"3168",1485.8874686081
"3169",1506.52493624603
"3170",1503.3175075361
"3171",1470.66578549612
"3172",1496.90188138046
"3173",1512.7041414033
"3174",1522.31313108239
"3175",1491.77001363591
"3176",1485.3804375053
"3177",1475.74432662646
"3178",1500.25256995141
"3179",1495.21383525595
"3180",1501.98498302892
"3181",1509.42809983425
"3182",1509.13928706027
"3183",1494.42803225565
"3184",1487.92731764998
"3185",1513.78808830988
"3186",1465.63817549614
"3187",1508.56988148738
"3188",1491.29395405671
"3189",1517.71461122151
"3190",1502.57176701724
"3191",1521.8032844507
"3192",1516.8709757148
"3193",1517.23038438117
"3194",1506.41637105862
"3195",1511.65637279659
"3196",1481.13249743309
"3197",1508.16297975116
"3198",1507.41466994481
"3199",1480.51279816282
"3200",1501.33722704406
"3201",1515.01616571975
"3202",1483.95752271435
"3203",1499.5357952504
"3204",1490.54579914784
"3205",1489.67870343412
"3206",1466.5773742309
"3207",1491.29204634425
"3208",1514.64575695153
"3209",1511.33456170938
"3210",1520.62732173955
"3211",1497.88773920332
"3212",1518.58713667135
"3213",1501.97382400136
"3214",1479.91328166364
"3215",1494.29444126266
"3216",1474.51532690236
"3217",1506.01068212717
"3218",1494.69810441663
"3219",1474.25307786121
"3220",1507.41374509348
"3221",1500.01508015405
"3222",1508.34736631219
"3223",1484.06444384418
"3224",1520.78788805428
"3225",1501.59485851551
"3226",1498.90396313624
"3227",1521.170827934
"3228",1502.58182738032
"3229",1489.67282856541
"3230",1504.6338197426
"3231",1491.61880148107
"3232",1491.89628918354
"3233",1527.16023135131
"3234",1494.78793729696
"3235",1496.69632690819
"3236",1502.35883931628
"3237",1549.63776376192
"3238",1495.78978486637
"3239",1491.36252178482
"3240",1481.17962728418
"3241",1514.91756937712
"3242",1502.48386601102
"3243",1492.25685678179
"3244",1505.54097035847
"3245",1497.31882673403
"3246",1490.64531604902
"3247",1480.72617735602
"3248",1483.09073709388
"3249",1461.42445540406
"3250",1498.12523040788
"3251",1503.50387694396
"3252",1508.82468734705
"3253",1503.16104288145
"3254",1524.66796374769
"3255",1510.71105895392
"3256",1513.76619160474
"3257",1513.14011378901
"3258",1486.48520281569
"3259",1507.48426613768
"3260",1517.27289834547
"3261",1473.1097162445
"3262",1512.3773118931
"3263",1470.49364106691
"3264",1478.56803613161
"3265",1489.45281794588
"3266",1496.25741750052
"3267",1504.42335911508
"3268",1500.72594256898
"3269",1512.68289284571
"3270",1515.57967111299
"3271",1509.62360100281
"3272",1491.29692737163
"3273",1499.0724471633
"3274",1511.7231532289
"3275",1492.01013612601
"3276",1518.98959855366
"3277",1495.02518298135
"3278",1506.20118116763
"3279",1488.95798284961
"3280",1507.90655852382
"3281",1502.14014438526
"3282",1492.26826249167
"3283",1482.78818706035
"3284",1499.41476691988
"3285",1487.3504869285
"3286",1472.51025280248
"3287",1525.81682079785
"3288",1487.18216791474
"3289",1526.89474957718
"3290",1490.7222866877
"3291",1500.27645090298
"3292",1499.09579427923
"3293",1498.2872104822
"3294",1495.5718716949
"3295",1495.82574935787
"3296",1483.32874443899
"3297",1479.68138110961
"3298",1483.58668033215
"3299",1498.26338390627
"3300",1477.61607897411
"3301",1524.53792388392
"3302",1504.47429277441
"3303",1510.62301901299
"3304",1477.49050895875
"3305",1503.04486892589
"3306",1515.19710627069
"3307",1490.61806633696
"3308",1476.99642506928
"3309",1487.987506807
"3310",1492.74230375505
"3311",1482.89787988535
"3312",1452.05252796298
"3313",1472.35452765438
"3314",1538.2884218781
"3315",1525.41470520017
"3316",1517.20680923329
"3317",1517.03782187342
"3318",1516.30039459694
"3319",1531.00528435603
"3320",1523.25376407683
"3321",1485.39649598882
"3322",1496.01229638958
"3323",1490.58171005291
"3324",1487.02332187966
"3325",1504.65061569362
"3326",1493.93204734433
"3327",1480.78425943926
"3328",1501.16047998445
"3329",1540.14973363989
"3330",1532.26147573972
"3331",1465.71831831932
"3332",1499.47070636249
"3333",1513.50955830317
"3334",1514.1005789613
"3335",1465.71466316975
"3336",1456.73983678136
"3337",1516.08787027864
"3338",1493.86320735113
"3339",1490.77062681819
"3340",1506.27156689334
"3341",1531.39322033413
"3342",1494.56280697501
"3343",1509.50923520267
"3344",1500.33127073002
"3345",1501.5149983343
"3346",1508.2411609548
"3347",1475.50784388472
"3348",1519.07074392506
"3349",1480.51722175982
"3350",1498.11067446056
"3351",1525.68655027232
"3352",1517.84844633706
"3353",1506.18974989967
"3354",1510.35279425117
"3355",1501.33493446442
"3356",1522.28766391119
"3357",1498.40711686161
"3358",1507.48924911688
"3359",1497.61412792668
"3360",1504.23795924824
"3361",1490.01379319607
"3362",1504.28899356835
"3363",1525.72034640532
"3364",1512.11157585947
"3365",1508.01673981027
"3366",1511.51888163623
"3367",1499.7570699388
"3368",1493.7406106066
"3369",1503.62361249158
"3370",1489.57998230853
"3371",1488.94729864246
"3372",1523.31874506744
"3373",1486.11540446992
"3374",1516.78842561063
"3375",1512.75108471956
"3376",1503.22202396353
"3377",1528.49976511724
"3378",1513.82804890344
"3379",1500.27568738833
"3380",1507.78510777183
"3381",1512.69137724483
"3382",1485.96854648946
"3383",1483.99447239339
"3384",1492.60468047408
"3385",1509.06354672219
"3386",1503.15930752043
"3387",1525.9073703676
"3388",1502.56525361795
"3389",1509.32831464022
"3390",1490.76170785043
"3391",1496.30328152473
"3392",1530.49894645191
"3393",1502.25938645528
"3394",1512.00282398151
"3395",1520.67202901764
"3396",1489.90283740636
"3397",1505.00228171906
"3398",1485.95201898523
"3399",1495.10054948115
"3400",1498.69531219174
"3401",1489.63744500877
"3402",1505.20683283075
"3403",1507.94539694923
"3404",1536.57392146289
"3405",1517.14687808912
"3406",1455.81246980121
"3407",1486.76031780232
"3408",1492.29187459461
"3409",1496.47726955327
"3410",1478.62186819119
"3411",1481.90794924106
"3412",1493.70062485746
"3413",1507.89184114335
"3414",1505.98693301383
"3415",1532.82923368966
"3416",1514.32917908031
"3417",1501.67773188492
"3418",1476.79980760692
"3419",1492.64460347287
"3420",1541.36936017064
"3421",1491.33411731328
"3422",1508.94726025322
"3423",1483.48205261458
"3424",1497.22354410354
"3425",1497.7169587646
"3426",1487.48520574814
"3427",1484.40862886649
"3428",1495.78358593936
"3429",1529.99740541591
"3430",1517.46478804718
"3431",1476.00033013492
"3432",1511.61833898872
"3433",1471.38890934339
"3434",1487.41178933591
"3435",1512.49896756657
"3436",1502.35335536081
"3437",1477.31566192503
"3438",1493.89902889022
"3439",1483.04269771527
"3440",1505.93318031119
"3441",1532.03563622425
"3442",1486.00177794816
"3443",1498.73662990328
"3444",1513.80115568692
"3445",1515.76262364199
"3446",1509.14936786247
"3447",1507.25697751775
"3448",1509.26410961121
"3449",1525.54014457
"3450",1477.74149940257
"3451",1479.64739954226
"3452",1494.06958902384
"3453",1494.78242869755
"3454",1509.80134468927
"3455",1514.0773586491
"3456",1517.3126399945
"3457",1481.63325176944
"3458",1506.6521364391
"3459",1536.45036754167
"3460",1502.32511337995
"3461",1541.69406663489
"3462",1497.21358264113
"3463",1486.8099043353
"3464",1501.02122957144
"3465",1505.87883759795
"3466",1491.03611531141
"3467",1506.04377541337
"3468",1498.42260554232
"3469",1486.2781591628
"3470",1481.30058476195
"3471",1482.60589433517
"3472",1497.99260862435
"3473",1524.85909596875
"3474",1507.55040899676
"3475",1505.64339133913
"3476",1495.86804125143
"3477",1501.26905165952
"3478",1499.27870026653
"3479",1473.9433778869
"3480",1500.79121591965
"3481",1484.34162634472
"3482",1485.77662276088
"3483",1504.16361481664
"3484",1509.48757657894
"3485",1510.73160205229
"3486",1507.49567830677
"3487",1498.00336681319
"3488",1507.58521871911
"3489",1508.78558081643
"3490",1512.92930370671
"3491",1497.13550260868
"3492",1499.93383273673
"3493",1508.87809550615
"3494",1520.20772032418
"3495",1497.50508604935
"3496",1474.76257996187
"3497",1500.51042504384
"3498",1479.60432561442
"3499",1498.43913474626
"3500",1499.22178392932
"3501",1501.81882114704
"3502",1514.82402043751
"3503",1473.79356552552
"3504",1492.24198302375
"3505",1502.93186492408
"3506",1482.64157129501
"3507",1499.57259689541
"3508",1480.15450710514
"3509",1488.40440549019
"3510",1490.50976268288
"3511",1491.26457205868
"3512",1490.60872761351
"3513",1494.39646282154
"3514",1488.14561935863
"3515",1504.18761938363
"3516",1475.39042581216
"3517",1485.37530867837
"3518",1498.44260318366
"3519",1497.79010545055
"3520",1527.98628819772
"3521",1518.04191789344
"3522",1516.58039133038
"3523",1511.83607810487
"3524",1522.46699125153
"3525",1495.3710952132
"3526",1500.49404258998
"3527",1512.80880677944
"3528",1505.53537287317
"3529",1511.20562168868
"3530",1484.56228737818
"3531",1477.0921475877
"3532",1503.01995599134
"3533",1492.80373294638
"3534",1505.13877348791
"3535",1515.3179695162
"3536",1486.65343176189
"3537",1478.26460954665
"3538",1507.66448813264
"3539",1487.1645117593
"3540",1465.84202391556
"3541",1482.7284591463
"3542",1493.85637981336
"3543",1477.15488808619
"3544",1516.1567373642
"3545",1485.8927251563
"3546",1519.81674871091
"3547",1511.44851123379
"3548",1512.50159169846
"3549",1521.9687870981
"3550",1488.00926508134
"3551",1485.65843336767
"3552",1495.23461919313
"3553",1481.73338315907
"3554",1508.87992646879
"3555",1477.83613174605
"3556",1501.01243283364
"3557",1499.58840600103
"3558",1514.37175399763
"3559",1483.64753539561
"3560",1496.00097295748
"3561",1490.77476183039
"3562",1494.77764734201
"3563",1496.67667461563
"3564",1498.85745800544
"3565",1514.35189722087
"3566",1499.86870504564
"3567",1495.5735033311
"3568",1518.13738209928
"3569",1518.74383444437
"3570",1507.22467360973
"3571",1525.2532692934
"3572",1511.51535566466
"3573",1484.18135857377
"3574",1519.27798673759
"3575",1495.70603339859
"3576",1507.945096024
"3577",1497.44079071753
"3578",1511.90150028072
"3579",1520.92936478517
"3580",1506.68516812883
"3581",1474.17506272408
"3582",1471.69687543831
"3583",1508.4989170813
"3584",1526.52576341467
"3585",1488.54102002827
"3586",1502.89366208749
"3587",1502.66667474514
"3588",1499.58089291111
"3589",1490.1960819113
"3590",1485.68594752549
"3591",1510.30771962918
"3592",1507.14419510649
"3593",1517.72369791875
"3594",1484.88506034255
"3595",1527.1890793667
"3596",1529.22261400511
"3597",1509.81448378535
"3598",1487.20631988555
"3599",1517.44562421255
"3600",1511.86872703934
"3601",1507.76320849292
"3602",1490.85546826443
"3603",1481.77613830096
"3604",1510.91226121325
"3605",1513.65067367005
"3606",1505.59319521595
"3607",1471.29791121927
"3608",1516.60237753666
"3609",1501.31446987875
"3610",1515.87738735152
"3611",1482.97244912159
"3612",1482.69407760802
"3613",1481.95921694768
"3614",1500.85723878892
"3615",1517.00196327803
"3616",1484.25466744348
"3617",1484.87525352881
"3618",1515.60868144547
"3619",1480.35338876903
"3620",1517.21045136976
"3621",1487.28841110033
"3622",1484.81231719612
"3623",1477.27996136498
"3624",1483.22170598152
"3625",1502.36101678084
"3626",1469.06920652699
"3627",1502.49408791702
"3628",1492.24986065481
"3629",1525.62945857261
"3630",1491.36496531289
"3631",1498.6173626623
"3632",1509.14068295574
"3633",1504.04413299862
"3634",1478.11839332092
"3635",1499.70224980701
"3636",1491.06514551994
"3637",1519.61631579715
"3638",1492.35108146801
"3639",1485.14534565216
"3640",1502.79511758775
"3641",1484.13229006147
"3642",1493.26668129922
"3643",1501.59384342733
"3644",1467.90425555232
"3645",1508.47283173986
"3646",1485.85624002157
"3647",1528.22792601735
"3648",1519.34894584095
"3649",1509.05841832215
"3650",1494.55405029784
"3651",1509.7395462303
"3652",1525.93679953438
"3653",1477.31242109031
"3654",1495.77552807271
"3655",1500.78777401731
"3656",1465.68545261112
"3657",1542.58047810039
"3658",1503.20427616781
"3659",1481.13430583961
"3660",1511.21874016144
"3661",1499.01346529068
"3662",1507.41891229903
"3663",1490.44821187351
"3664",1499.53022706897
"3665",1524.34902000966
"3666",1504.52583458499
"3667",1531.403046051
"3668",1526.68422424753
"3669",1510.52867513925
"3670",1467.24098651355
"3671",1502.52105637477
"3672",1506.6289742214
"3673",1485.79614167956
