country,continent,year,gdpPercap
Iraq,Asia,2002,4390.717312
Iraq,Asia,2007,4471.061906
Ireland,Europe,1952,5210.280328
Ireland,Europe,1957,5599.077872
Ireland,Europe,1962,6631.597314
Ireland,Europe,1967,7655.568963
Ireland,Europe,1972,9530.772896
Ireland,Europe,1977,11150.98113
Ireland,Europe,1982,12618.32141
Ireland,Europe,1987,13872.86652
Ireland,Europe,1992,17558.81555
Ireland,Europe,1997,24521.94713
Ireland,Europe,2002,34077.04939
Ireland,Europe,2007,40675.99635
Israel,Asia,1952,4086.522128
Israel,Asia,1957,5385.278451
Israel,Asia,1962,7105.630706
Israel,Asia,1967,8393.741404
Israel,Asia,1972,12786.93223
Israel,Asia,1977,13306.61921
Israel,Asia,1982,15367.0292
Israel,Asia,1987,17122.47986
Israel,Asia,1992,18051.52254
Israel,Asia,1997,20896.60924
Israel,Asia,2002,21905.59514
Israel,Asia,2007,25523.2771
Italy,Europe,1952,4931.404155
Italy,Europe,1957,6248.656232
Italy,Europe,1962,8243.58234
Italy,Europe,1967,10022.40131
Italy,Europe,1972,12269.27378
Italy,Europe,1977,14255.98475
Italy,Europe,1982,16537.4835
Italy,Europe,1987,19207.23482
Italy,Europe,1992,22013.64486
Italy,Europe,1997,24675.02446
Italy,Europe,2002,27968.09817
Italy,Europe,2007,28569.7197
Jamaica,Americas,1952,2898.530881
Jamaica,Americas,1957,4756.525781
Jamaica,Americas,1962,5246.107524
Jamaica,Americas,1967,6124.703451
Jamaica,Americas,1972,7433.889293
Jamaica,Americas,1977,6650.195573
Jamaica,Americas,1982,6068.05135
Jamaica,Americas,1987,6351.237495
Jamaica,Americas,1992,7404.923685
Jamaica,Americas,1997,7121.924704
Jamaica,Americas,2002,6994.774861
Jamaica,Americas,2007,7320.880262
Japan,Asia,1952,3216.956347
Japan,Asia,1957,4317.694365
Japan,Asia,1962,6576.649461
Japan,Asia,1967,9847.788607
Japan,Asia,1972,14778.78636
Japan,Asia,1977,16610.37701
Japan,Asia,1982,19384.10571
Japan,Asia,1987,22375.94189
Japan,Asia,1992,26824.89511
Japan,Asia,1997,28816.58499
Japan,Asia,2002,28604.5919
Japan,Asia,2007,31656.06806
Jordan,Asia,1952,1546.907807
Jordan,Asia,1957,1886.080591
Jordan,Asia,1962,2348.009158
Jordan,Asia,1967,2741.796252
Jordan,Asia,1972,2110.856309
Jordan,Asia,1977,2852.351568
Jordan,Asia,1982,4161.415959
Jordan,Asia,1987,4448.679912
Jordan,Asia,1992,3431.593647
Jordan,Asia,1997,3645.379572
Jordan,Asia,2002,3844.917194
Jordan,Asia,2007,4519.461171
Kenya,Africa,1952,853.540919
Kenya,Africa,1957,944.4383152
Kenya,Africa,1962,896.9663732
Kenya,Africa,1967,1056.736457
Kenya,Africa,1972,1222.359968
Kenya,Africa,1977,1267.613204
Kenya,Africa,1982,1348.225791
Kenya,Africa,1987,1361.936856
Kenya,Africa,1992,1341.921721
Kenya,Africa,1997,1360.485021
Kenya,Africa,2002,1287.514732
Kenya,Africa,2007,1463.249282
"Korea, Dem. Rep.",Asia,1952,1088.277758
"Korea, Dem. Rep.",Asia,1957,1571.134655
"Korea, Dem. Rep.",Asia,1962,1621.693598
"Korea, Dem. Rep.",Asia,1967,2143.540609
"Korea, Dem. Rep.",Asia,1972,3701.621503
"Korea, Dem. Rep.",Asia,1977,4106.301249
"Korea, Dem. Rep.",Asia,1982,4106.525293
"Korea, Dem. Rep.",Asia,1987,4106.492315
"Korea, Dem. Rep.",Asia,1992,3726.063507
"Korea, Dem. Rep.",Asia,1997,1690.756814
"Korea, Dem. Rep.",Asia,2002,1646.758151
"Korea, Dem. Rep.",Asia,2007,1593.06548
"Korea, Rep.",Asia,1952,1030.592226
"Korea, Rep.",Asia,1957,1487.593537
"Korea, Rep.",Asia,1962,1536.344387
"Korea, Rep.",Asia,1967,2029.228142
"Korea, Rep.",Asia,1972,3030.87665
"Korea, Rep.",Asia,1977,4657.22102
"Korea, Rep.",Asia,1982,5622.942464
"Korea, Rep.",Asia,1987,8533.088805
"Korea, Rep.",Asia,1992,12104.27872
"Korea, Rep.",Asia,1997,15993.52796
"Korea, Rep.",Asia,2002,19233.98818
"Korea, Rep.",Asia,2007,23348.13973
Kuwait,Asia,1952,108382.3529
Kuwait,Asia,1957,113523.1329
Kuwait,Asia,1962,95458.11176
Kuwait,Asia,1967,80894.88326
Kuwait,Asia,1972,109347.867
Kuwait,Asia,1977,59265.47714
Kuwait,Asia,1982,31354.03573
Kuwait,Asia,1987,28118.42998
Kuwait,Asia,1992,34932.91959
Kuwait,Asia,1997,40300.61996
Kuwait,Asia,2002,35110.10566
Kuwait,Asia,2007,47306.98978
Lebanon,Asia,1952,4834.804067
Lebanon,Asia,1957,6089.786934
Lebanon,Asia,1962,5714.560611
Lebanon,Asia,1967,6006.983042
Lebanon,Asia,1972,7486.384341
Lebanon,Asia,1977,8659.696836
Lebanon,Asia,1982,7640.519521
Lebanon,Asia,1987,5377.091329
Lebanon,Asia,1992,6890.806854
Lebanon,Asia,1997,8754.96385
Lebanon,Asia,2002,9313.93883
Lebanon,Asia,2007,10461.05868
Lesotho,Africa,1952,298.8462121
Lesotho,Africa,1957,335.9971151
Lesotho,Africa,1962,411.8006266
Lesotho,Africa,1967,498.6390265
Lesotho,Africa,1972,496.5815922
Lesotho,Africa,1977,745.3695408
Lesotho,Africa,1982,797.2631074
Lesotho,Africa,1987,773.9932141
Lesotho,Africa,1992,977.4862725
Lesotho,Africa,1997,1186.147994
Lesotho,Africa,2002,1275.184575
Lesotho,Africa,2007,1569.331442
Liberia,Africa,1952,575.5729961
Liberia,Africa,1957,620.9699901
Liberia,Africa,1962,634.1951625
Liberia,Africa,1967,713.6036483
Liberia,Africa,1972,803.0054535
Liberia,Africa,1977,640.3224383
Liberia,Africa,1982,572.1995694
Liberia,Africa,1987,506.1138573
Liberia,Africa,1992,636.6229191
Liberia,Africa,1997,609.1739508
Liberia,Africa,2002,531.4823679
Liberia,Africa,2007,414.5073415
Libya,Africa,1952,2387.54806
Libya,Africa,1957,3448.284395
Libya,Africa,1962,6757.030816
Libya,Africa,1967,18772.75169
Libya,Africa,1972,21011.49721
Libya,Africa,1977,21951.21176
Libya,Africa,1982,17364.27538
Libya,Africa,1987,11770.5898
Libya,Africa,1992,9640.138501
Libya,Africa,1997,9467.446056
Libya,Africa,2002,9534.677467
Libya,Africa,2007,12057.49928
Madagascar,Africa,1952,1443.011715
Madagascar,Africa,1957,1589.20275
Madagascar,Africa,1962,1643.38711
Madagascar,Africa,1967,1634.047282
Madagascar,Africa,1972,1748.562982
Madagascar,Africa,1977,1544.228586
Madagascar,Africa,1982,1302.878658
Madagascar,Africa,1987,1155.441948
Madagascar,Africa,1992,1040.67619
Madagascar,Africa,1997,986.2958956
Madagascar,Africa,2002,894.6370822
Madagascar,Africa,2007,1044.770126
Malawi,Africa,1952,369.1650802
Malawi,Africa,1957,416.3698064
Malawi,Africa,1962,427.9010856
Malawi,Africa,1967,495.5147806
Malawi,Africa,1972,584.6219709
Malawi,Africa,1977,663.2236766
Malawi,Africa,1982,632.8039209
Malawi,Africa,1987,635.5173634
Malawi,Africa,1992,563.2000145
Malawi,Africa,1997,692.2758103
Malawi,Africa,2002,665.4231186
Malawi,Africa,2007,759.3499101
Malaysia,Asia,1952,1831.132894
Malaysia,Asia,1957,1810.066992
Malaysia,Asia,1962,2036.884944
Malaysia,Asia,1967,2277.742396
Malaysia,Asia,1972,2849.09478
Malaysia,Asia,1977,3827.921571
Malaysia,Asia,1982,4920.355951
Malaysia,Asia,1987,5249.802653
Malaysia,Asia,1992,7277.912802
Malaysia,Asia,1997,10132.90964
Malaysia,Asia,2002,10206.97794
Malaysia,Asia,2007,12451.6558
Mali,Africa,1952,452.3369807
Mali,Africa,1957,490.3821867
Mali,Africa,1962,496.1743428
Mali,Africa,1967,545.0098873
Mali,Africa,1972,581.3688761
Mali,Africa,1977,686.3952693
Mali,Africa,1982,618.0140641
Mali,Africa,1987,684.1715576
Mali,Africa,1992,739.014375
Mali,Africa,1997,790.2579846
Mali,Africa,2002,951.4097518
Mali,Africa,2007,1042.581557
Mauritania,Africa,1952,743.1159097
Mauritania,Africa,1957,846.1202613
Mauritania,Africa,1962,1055.896036
Mauritania,Africa,1967,1421.145193
Mauritania,Africa,1972,1586.851781
Mauritania,Africa,1977,1497.492223
Mauritania,Africa,1982,1481.150189
Mauritania,Africa,1987,1421.603576
Mauritania,Africa,1992,1361.369784
Mauritania,Africa,1997,1483.136136
Mauritania,Africa,2002,1579.019543
Mauritania,Africa,2007,1803.151496
Mauritius,Africa,1952,1967.955707
Mauritius,Africa,1957,2034.037981
Mauritius,Africa,1962,2529.067487
Mauritius,Africa,1967,2475.387562
Mauritius,Africa,1972,2575.484158
Mauritius,Africa,1977,3710.982963
Mauritius,Africa,1982,3688.037739
Mauritius,Africa,1987,4783.586903
Mauritius,Africa,1992,6058.253846
Mauritius,Africa,1997,7425.705295
Mauritius,Africa,2002,9021.815894
Mauritius,Africa,2007,10956.99112
Mexico,Americas,1952,3478.125529
Mexico,Americas,1957,4131.546641
Mexico,Americas,1962,4581.609385
Mexico,Americas,1967,5754.733883
Mexico,Americas,1972,6809.40669
Mexico,Americas,1977,7674.929108
Mexico,Americas,1982,9611.147541
Mexico,Americas,1987,8688.156003
Mexico,Americas,1992,9472.384295
Mexico,Americas,1997,9767.29753
Mexico,Americas,2002,10742.44053
Mexico,Americas,2007,11977.57496
Mongolia,Asia,1952,786.5668575
Mongolia,Asia,1957,912.6626085
Mongolia,Asia,1962,1056.353958
Mongolia,Asia,1967,1226.04113
Mongolia,Asia,1972,1421.741975
Mongolia,Asia,1977,1647.511665
Mongolia,Asia,1982,2000.603139
Mongolia,Asia,1987,2338.008304
Mongolia,Asia,1992,1785.402016
Mongolia,Asia,1997,1902.2521
Mongolia,Asia,2002,2140.739323
Mongolia,Asia,2007,3095.772271
Montenegro,Europe,1952,2647.585601
Montenegro,Europe,1957,3682.259903
Montenegro,Europe,1962,4649.593785
Montenegro,Europe,1967,5907.850937
Montenegro,Europe,1972,7778.414017
Montenegro,Europe,1977,9595.929905
Montenegro,Europe,1982,11222.58762
Montenegro,Europe,1987,11732.51017
Montenegro,Europe,1992,7003.339037
Montenegro,Europe,1997,6465.613349
Montenegro,Europe,2002,6557.194282
Montenegro,Europe,2007,9253.896111
Morocco,Africa,1952,1688.20357
Morocco,Africa,1957,1642.002314
Morocco,Africa,1962,1566.353493
Morocco,Africa,1967,1711.04477
Morocco,Africa,1972,1930.194975
Morocco,Africa,1977,2370.619976
Morocco,Africa,1982,2702.620356
Morocco,Africa,1987,2755.046991
Morocco,Africa,1992,2948.047252
Morocco,Africa,1997,2982.101858
Morocco,Africa,2002,3258.495584
Morocco,Africa,2007,3820.17523
Mozambique,Africa,1952,468.5260381
Mozambique,Africa,1957,495.5868333
Mozambique,Africa,1962,556.6863539
Mozambique,Africa,1967,566.6691539
Mozambique,Africa,1972,724.9178037
Mozambique,Africa,1977,502.3197334
Mozambique,Africa,1982,462.2114149
Mozambique,Africa,1987,389.8761846
Mozambique,Africa,1992,410.8968239
Mozambique,Africa,1997,472.3460771
Mozambique,Africa,2002,633.6179466
Mozambique,Africa,2007,823.6856205
Myanmar,Asia,1952,331
Myanmar,Asia,1957,350
Myanmar,Asia,1962,388
Myanmar,Asia,1967,349
Myanmar,Asia,1972,357
Myanmar,Asia,1977,371
Myanmar,Asia,1982,424
Myanmar,Asia,1987,385
Myanmar,Asia,1992,347
Myanmar,Asia,1997,415
Myanmar,Asia,2002,611
Myanmar,Asia,2007,944
Namibia,Africa,1952,2423.780443
Namibia,Africa,1957,2621.448058
Namibia,Africa,1962,3173.215595
Namibia,Africa,1967,3793.694753
Namibia,Africa,1972,3746.080948
Namibia,Africa,1977,3876.485958
Namibia,Africa,1982,4191.100511
Namibia,Africa,1987,3693.731337
Namibia,Africa,1992,3804.537999
Namibia,Africa,1997,3899.52426
Namibia,Africa,2002,4072.324751
Namibia,Africa,2007,4811.060429
Nepal,Asia,1952,545.8657229
Nepal,Asia,1957,597.9363558
Nepal,Asia,1962,652.3968593
Nepal,Asia,1967,676.4422254
Nepal,Asia,1972,674.7881296
Nepal,Asia,1977,694.1124398
Nepal,Asia,1982,718.3730947
Nepal,Asia,1987,775.6324501
Nepal,Asia,1992,897.7403604
Nepal,Asia,1997,1010.892138
Nepal,Asia,2002,1057.206311
Nepal,Asia,2007,1091.359778
Netherlands,Europe,1952,8941.571858
Netherlands,Europe,1957,11276.19344
Netherlands,Europe,1962,12790.84956
Netherlands,Europe,1967,15363.25136
Netherlands,Europe,1972,18794.74567
Netherlands,Europe,1977,21209.0592
Netherlands,Europe,1982,21399.46046
Netherlands,Europe,1987,23651.32361
Netherlands,Europe,1992,26790.94961
Netherlands,Europe,1997,30246.13063
Netherlands,Europe,2002,33724.75778
Netherlands,Europe,2007,36797.93332
New Zealand,Oceania,1952,10556.57566
New Zealand,Oceania,1957,12247.39532
New Zealand,Oceania,1962,13175.678
New Zealand,Oceania,1967,14463.91893
New Zealand,Oceania,1972,16046.03728
New Zealand,Oceania,1977,16233.7177
New Zealand,Oceania,1982,17632.4104
New Zealand,Oceania,1987,19007.19129
New Zealand,Oceania,1992,18363.32494
New Zealand,Oceania,1997,21050.41377
New Zealand,Oceania,2002,23189.80135
New Zealand,Oceania,2007,25185.00911
Nicaragua,Americas,1952,3112.363948
Nicaragua,Americas,1957,3457.415947
Nicaragua,Americas,1962,3634.364406
Nicaragua,Americas,1967,4643.393534
Nicaragua,Americas,1972,4688.593267
Nicaragua,Americas,1977,5486.371089
Nicaragua,Americas,1982,3470.338156
Nicaragua,Americas,1987,2955.984375
Nicaragua,Americas,1992,2170.151724
Nicaragua,Americas,1997,2253.023004
Nicaragua,Americas,2002,2474.548819
Nicaragua,Americas,2007,2749.320965
Niger,Africa,1952,761.879376
Niger,Africa,1957,835.5234025
Niger,Africa,1962,997.7661127
Niger,Africa,1967,1054.384891
Niger,Africa,1972,954.2092363
Niger,Africa,1977,808.8970728
Niger,Africa,1982,909.7221354
Niger,Africa,1987,668.3000228
Niger,Africa,1992,581.182725
Niger,Africa,1997,580.3052092
Niger,Africa,2002,601.0745012
Niger,Africa,2007,619.6768924
Nigeria,Africa,1952,1077.281856
Nigeria,Africa,1957,1100.592563
Nigeria,Africa,1962,1150.927478
Nigeria,Africa,1967,1014.514104
Nigeria,Africa,1972,1698.388838
Nigeria,Africa,1977,1981.951806
Nigeria,Africa,1982,1576.97375
Nigeria,Africa,1987,1385.029563
Nigeria,Africa,1992,1619.848217
Nigeria,Africa,1997,1624.941275
Nigeria,Africa,2002,1615.286395
Nigeria,Africa,2007,2013.977305
Norway,Europe,1952,10095.42172
Norway,Europe,1957,11653.97304
Norway,Europe,1962,13450.40151
Norway,Europe,1967,16361.87647
Norway,Europe,1972,18965.05551
Norway,Europe,1977,23311.34939
Norway,Europe,1982,26298.63531
Norway,Europe,1987,31540.9748
Norway,Europe,1992,33965.66115
Norway,Europe,1997,41283.16433
Norway,Europe,2002,44683.97525
Norway,Europe,2007,49357.19017
Oman,Asia,1952,1828.230307
Oman,Asia,1957,2242.746551
Oman,Asia,1962,2924.638113
Oman,Asia,1967,4720.942687
Oman,Asia,1972,10618.03855
Oman,Asia,1977,11848.34392
Oman,Asia,1982,12954.79101
Oman,Asia,1987,18115.22313
Oman,Asia,1992,18616.70691
Oman,Asia,1997,19702.05581
Oman,Asia,2002,19774.83687
Oman,Asia,2007,22316.19287
Pakistan,Asia,1952,684.5971438
Pakistan,Asia,1957,747.0835292
Pakistan,Asia,1962,803.3427418
Pakistan,Asia,1967,942.4082588
Pakistan,Asia,1972,1049.938981
Pakistan,Asia,1977,1175.921193
Pakistan,Asia,1982,1443.429832
Pakistan,Asia,1987,1704.686583
Pakistan,Asia,1992,1971.829464
Pakistan,Asia,1997,2049.350521
Pakistan,Asia,2002,2092.712441
Pakistan,Asia,2007,2605.94758
Panama,Americas,1952,2480.380334
Panama,Americas,1957,2961.800905
Panama,Americas,1962,3536.540301
Panama,Americas,1967,4421.009084
Panama,Americas,1972,5364.249663
Panama,Americas,1977,5351.912144
Panama,Americas,1982,7009.601598
Panama,Americas,1987,7034.779161
Panama,Americas,1992,6618.74305
Panama,Americas,1997,7113.692252
Panama,Americas,2002,7356.031934
Panama,Americas,2007,9809.185636
Paraguay,Americas,1952,1952.308701
Paraguay,Americas,1957,2046.154706
Paraguay,Americas,1962,2148.027146
Paraguay,Americas,1967,2299.376311
Paraguay,Americas,1972,2523.337977
Paraguay,Americas,1977,3248.373311
Paraguay,Americas,1982,4258.503604
Paraguay,Americas,1987,3998.875695
Paraguay,Americas,1992,4196.411078
Paraguay,Americas,1997,4247.400261
Paraguay,Americas,2002,3783.674243
Paraguay,Americas,2007,4172.838464
Peru,Americas,1952,3758.523437
Peru,Americas,1957,4245.256698
Peru,Americas,1962,4957.037982
Peru,Americas,1967,5788.09333
Peru,Americas,1972,5937.827283
Peru,Americas,1977,6281.290855
Peru,Americas,1982,6434.501797
Peru,Americas,1987,6360.943444
Peru,Americas,1992,4446.380924
Peru,Americas,1997,5838.347657
Peru,Americas,2002,5909.020073
Peru,Americas,2007,7408.905561
Philippines,Asia,1952,1272.880995
Philippines,Asia,1957,1547.944844
Philippines,Asia,1962,1649.552153
Philippines,Asia,1967,1814.12743
Philippines,Asia,1972,1989.37407
Philippines,Asia,1977,2373.204287
Philippines,Asia,1982,2603.273765
Philippines,Asia,1987,2189.634995
Philippines,Asia,1992,2279.324017
Philippines,Asia,1997,2536.534925
Philippines,Asia,2002,2650.921068
Philippines,Asia,2007,3190.481016
Poland,Europe,1952,4029.329699
Poland,Europe,1957,4734.253019
Poland,Europe,1962,5338.752143
Poland,Europe,1967,6557.152776
Poland,Europe,1972,8006.506993
Poland,Europe,1977,9508.141454
Poland,Europe,1982,8451.531004
Poland,Europe,1987,9082.351172
Poland,Europe,1992,7738.881247
Poland,Europe,1997,10159.58368
Poland,Europe,2002,12002.23908
Poland,Europe,2007,15389.92468
Portugal,Europe,1952,3068.319867
Portugal,Europe,1957,3774.571743
Portugal,Europe,1962,4727.954889
Portugal,Europe,1967,6361.517993
Portugal,Europe,1972,9022.247417
Portugal,Europe,1977,10172.48572
Portugal,Europe,1982,11753.84291
Portugal,Europe,1987,13039.30876
Portugal,Europe,1992,16207.26663
Portugal,Europe,1997,17641.03156
Portugal,Europe,2002,19970.90787
Portugal,Europe,2007,20509.64777
Puerto Rico,Americas,1952,3081.959785
Puerto Rico,Americas,1957,3907.156189
Puerto Rico,Americas,1962,5108.34463
Puerto Rico,Americas,1967,6929.277714
Puerto Rico,Americas,1972,9123.041742
Puerto Rico,Americas,1977,9770.524921
Puerto Rico,Americas,1982,10330.98915
Puerto Rico,Americas,1987,12281.34191
Puerto Rico,Americas,1992,14641.58711
Puerto Rico,Americas,1997,16999.4333
Puerto Rico,Americas,2002,18855.60618
Puerto Rico,Americas,2007,19328.70901
Reunion,Africa,1952,2718.885295
Reunion,Africa,1957,2769.451844
Reunion,Africa,1962,3173.72334
Reunion,Africa,1967,4021.175739
Reunion,Africa,1972,5047.658563
Reunion,Africa,1977,4319.804067
Reunion,Africa,1982,5267.219353
Reunion,Africa,1987,5303.377488
Reunion,Africa,1992,6101.255823
Reunion,Africa,1997,6071.941411
Reunion,Africa,2002,6316.1652
Reunion,Africa,2007,7670.122558
Romania,Europe,1952,3144.613186
Romania,Europe,1957,3943.370225
Romania,Europe,1962,4734.997586
Romania,Europe,1967,6470.866545
Romania,Europe,1972,8011.414402
Romania,Europe,1977,9356.39724
Romania,Europe,1982,9605.314053
Romania,Europe,1987,9696.273295
Romania,Europe,1992,6598.409903
Romania,Europe,1997,7346.547557
Romania,Europe,2002,7885.360081
Romania,Europe,2007,10808.47561
Rwanda,Africa,1952,493.3238752
Rwanda,Africa,1957,540.2893983
Rwanda,Africa,1962,597.4730727
Rwanda,Africa,1967,510.9637142
Rwanda,Africa,1972,590.5806638
Rwanda,Africa,1977,670.0806011
Rwanda,Africa,1982,881.5706467
Rwanda,Africa,1987,847.991217
Rwanda,Africa,1992,737.0685949
Rwanda,Africa,1997,589.9445051
Rwanda,Africa,2002,785.6537648
Rwanda,Africa,2007,863.0884639
Sao Tome and Principe,Africa,1952,879.5835855
Sao Tome and Principe,Africa,1957,860.7369026
Sao Tome and Principe,Africa,1962,1071.551119
Sao Tome and Principe,Africa,1967,1384.840593
Sao Tome and Principe,Africa,1972,1532.985254
Sao Tome and Principe,Africa,1977,1737.561657
Sao Tome and Principe,Africa,1982,1890.218117
Sao Tome and Principe,Africa,1987,1516.525457
Sao Tome and Principe,Africa,1992,1428.777814
Sao Tome and Principe,Africa,1997,1339.076036
Sao Tome and Principe,Africa,2002,1353.09239
Sao Tome and Principe,Africa,2007,1598.435089
Saudi Arabia,Asia,1952,6459.554823
Saudi Arabia,Asia,1957,8157.591248
Saudi Arabia,Asia,1962,11626.41975
Saudi Arabia,Asia,1967,16903.04886
Saudi Arabia,Asia,1972,24837.42865
Saudi Arabia,Asia,1977,34167.7626
Saudi Arabia,Asia,1982,33693.17525
Saudi Arabia,Asia,1987,21198.26136
Saudi Arabia,Asia,1992,24841.61777
Saudi Arabia,Asia,1997,20586.69019
Saudi Arabia,Asia,2002,19014.54118
Saudi Arabia,Asia,2007,21654.83194
Senegal,Africa,1952,1450.356983
Senegal,Africa,1957,1567.653006
Senegal,Africa,1962,1654.988723
Senegal,Africa,1967,1612.404632
Senegal,Africa,1972,1597.712056
Senegal,Africa,1977,1561.769116
Senegal,Africa,1982,1518.479984
Senegal,Africa,1987,1441.72072
Senegal,Africa,1992,1367.899369
Senegal,Africa,1997,1392.368347
Senegal,Africa,2002,1519.635262
Senegal,Africa,2007,1712.472136
Serbia,Europe,1952,3581.459448
Serbia,Europe,1957,4981.090891
Serbia,Europe,1962,6289.629157
Serbia,Europe,1967,7991.707066
Serbia,Europe,1972,10522.06749
Serbia,Europe,1977,12980.66956
Serbia,Europe,1982,15181.0927
Serbia,Europe,1987,15870.87851
Serbia,Europe,1992,9325.068238
Serbia,Europe,1997,7914.320304
Serbia,Europe,2002,7236.075251
Serbia,Europe,2007,9786.534714
Sierra Leone,Africa,1952,879.7877358
Sierra Leone,Africa,1957,1004.484437
Sierra Leone,Africa,1962,1116.639877
Sierra Leone,Africa,1967,1206.043465
Sierra Leone,Africa,1972,1353.759762
Sierra Leone,Africa,1977,1348.285159
Sierra Leone,Africa,1982,1465.010784
Sierra Leone,Africa,1987,1294.447788
Sierra Leone,Africa,1992,1068.696278
Sierra Leone,Africa,1997,574.6481576
Sierra Leone,Africa,2002,699.489713
Sierra Leone,Africa,2007,862.5407561
Singapore,Asia,1952,2315.138227
Singapore,Asia,1957,2843.104409
Singapore,Asia,1962,3674.735572
Singapore,Asia,1967,4977.41854
Singapore,Asia,1972,8597.756202
Singapore,Asia,1977,11210.08948
Singapore,Asia,1982,15169.16112
Singapore,Asia,1987,18861.53081
Singapore,Asia,1992,24769.8912
Singapore,Asia,1997,33519.4766
Singapore,Asia,2002,36023.1054
Singapore,Asia,2007,47143.17964
Slovak Republic,Europe,1952,5074.659104
Slovak Republic,Europe,1957,6093.26298
Slovak Republic,Europe,1962,7481.107598
Slovak Republic,Europe,1967,8412.902397
Slovak Republic,Europe,1972,9674.167626
Slovak Republic,Europe,1977,10922.66404
Slovak Republic,Europe,1982,11348.54585
Slovak Republic,Europe,1987,12037.26758
Slovak Republic,Europe,1992,9498.467723
Slovak Republic,Europe,1997,12126.23065
Slovak Republic,Europe,2002,13638.77837
Slovak Republic,Europe,2007,18678.31435
Slovenia,Europe,1952,4215.041741
Slovenia,Europe,1957,5862.276629
Slovenia,Europe,1962,7402.303395
Slovenia,Europe,1967,9405.489397
Slovenia,Europe,1972,12383.4862
Slovenia,Europe,1977,15277.03017
Slovenia,Europe,1982,17866.72175
Slovenia,Europe,1987,18678.53492
Slovenia,Europe,1992,14214.71681
Slovenia,Europe,1997,17161.10735
Slovenia,Europe,2002,20660.01936
Slovenia,Europe,2007,25768.25759
Somalia,Africa,1952,1135.749842
Somalia,Africa,1957,1258.147413
Somalia,Africa,1962,1369.488336
Somalia,Africa,1967,1284.73318
Somalia,Africa,1972,1254.576127
Somalia,Africa,1977,1450.992513
Somalia,Africa,1982,1176.807031
Somalia,Africa,1987,1093.244963
Somalia,Africa,1992,926.9602964
Somalia,Africa,1997,930.5964284
Somalia,Africa,2002,882.0818218
Somalia,Africa,2007,926.1410683
South Africa,Africa,1952,4725.295531
South Africa,Africa,1957,5487.104219
South Africa,Africa,1962,5768.729717
South Africa,Africa,1967,7114.477971
South Africa,Africa,1972,7765.962636
South Africa,Africa,1977,8028.651439
South Africa,Africa,1982,8568.266228
South Africa,Africa,1987,7825.823398
South Africa,Africa,1992,7225.069258
South Africa,Africa,1997,7479.188244
South Africa,Africa,2002,7710.946444
South Africa,Africa,2007,9269.657808
Spain,Europe,1952,3834.034742
Spain,Europe,1957,4564.80241
Spain,Europe,1962,5693.843879
Spain,Europe,1967,7993.512294
Spain,Europe,1972,10638.75131
Spain,Europe,1977,13236.92117
Spain,Europe,1982,13926.16997
Spain,Europe,1987,15764.98313
Spain,Europe,1992,18603.06452
Spain,Europe,1997,20445.29896
Spain,Europe,2002,24835.47166
Spain,Europe,2007,28821.0637
Sri Lanka,Asia,1952,1083.53203
Sri Lanka,Asia,1957,1072.546602
Sri Lanka,Asia,1962,1074.47196
Sri Lanka,Asia,1967,1135.514326
Sri Lanka,Asia,1972,1213.39553
Sri Lanka,Asia,1977,1348.775651
Sri Lanka,Asia,1982,1648.079789
Sri Lanka,Asia,1987,1876.766827
Sri Lanka,Asia,1992,2153.739222
Sri Lanka,Asia,1997,2664.477257
Sri Lanka,Asia,2002,3015.378833
Sri Lanka,Asia,2007,3970.095407
Sudan,Africa,1952,1615.991129
Sudan,Africa,1957,1770.337074
Sudan,Africa,1962,1959.593767
Sudan,Africa,1967,1687.997641
Sudan,Africa,1972,1659.652775
Sudan,Africa,1977,2202.988423
Sudan,Africa,1982,1895.544073
Sudan,Africa,1987,1507.819159
Sudan,Africa,1992,1492.197043
Sudan,Africa,1997,1632.210764
Sudan,Africa,2002,1993.398314
Sudan,Africa,2007,2602.394995
Swaziland,Africa,1952,1148.376626
Swaziland,Africa,1957,1244.708364
Swaziland,Africa,1962,1856.182125
Swaziland,Africa,1967,2613.101665
Swaziland,Africa,1972,3364.836625
Swaziland,Africa,1977,3781.410618
Swaziland,Africa,1982,3895.384018
Swaziland,Africa,1987,3984.839812
Swaziland,Africa,1992,3553.0224
Swaziland,Africa,1997,3876.76846
Swaziland,Africa,2002,4128.116943
Swaziland,Africa,2007,4513.480643
Sweden,Europe,1952,8527.844662
Sweden,Europe,1957,9911.878226
Sweden,Europe,1962,12329.44192
Sweden,Europe,1967,15258.29697
Sweden,Europe,1972,17832.02464
Sweden,Europe,1977,18855.72521
Sweden,Europe,1982,20667.38125
Sweden,Europe,1987,23586.92927
Sweden,Europe,1992,23880.01683
Sweden,Europe,1997,25266.59499
Sweden,Europe,2002,29341.63093
Sweden,Europe,2007,33859.74835
Switzerland,Europe,1952,14734.23275
Switzerland,Europe,1957,17909.48973
Switzerland,Europe,1962,20431.0927
Switzerland,Europe,1967,22966.14432
Switzerland,Europe,1972,27195.11304
Switzerland,Europe,1977,26982.29052
Switzerland,Europe,1982,28397.71512
Switzerland,Europe,1987,30281.70459
Switzerland,Europe,1992,31871.5303
Switzerland,Europe,1997,32135.32301
Switzerland,Europe,2002,34480.95771
Switzerland,Europe,2007,37506.41907
Syria,Asia,1952,1643.485354
Syria,Asia,1957,2117.234893
